faixa_idade,genero,raca,regiao,escolaridade,situacao_trabalho,cargo,nivel,salario,tempo_experiencia_dados,tempo_experiencia_ti,satisfacao,salario_num,latitude,longitude
22-24,Masculino,Branca,Sul,Graduação/Bacharelado,Empregado (CLT),Analista de BI,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,de 1 a 2 anos,True,5000,-27.0,-51.0
22-24,Masculino,Branca,Sudeste,Estudante de Graduação,Empregado (CLT),Analytics Engineer,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,de 3 a 4 anos,True,14000,-20.0,-44.0
22-24,Masculino,Branca,Sul,Estudante de Graduação,Estagiário,Outro,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,1500,-27.0,-51.0
22-24,Feminino,Branca,Centro-oeste,Graduação/Bacharelado,Empregado (CLT),Engenheiro de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,5000,-15.0,-52.0
22-24,Masculino,Preta,Nordeste,Estudante de Graduação,Empregado (CLT),Outro,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,1500,-8.0,-38.0
22-24,Masculino,Branca,Sudeste,Mestrado,Empregado (CLT),Analista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,7000,-20.0,-44.0
22-24,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Analista de Dados,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,de 3 a 4 anos,True,3500,-20.0,-44.0
22-24,Masculino,Branca,Sul,Pós-graduação,Empregado (CLT),Cientista de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Menos de 1 ano,True,10000,-27.0,-51.0
22-24,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Analista de Dados,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,2500,-20.0,-44.0
22-24,Masculino,Preta,Sudeste,Estudante de Graduação,Empreendedor ou Empregado (CNPJ),Engenheiro de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,de 3 a 4 anos,False,10000,-20.0,-44.0
22-24,Masculino,Branca,Sul,Estudante de Graduação,Empregado (CLT),Analista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,7000,-27.0,-51.0
22-24,Masculino,Branca,Sul,Graduação/Bacharelado,Empregado (CLT),Analista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 5 a 6 anos,de 7 a 10 anos,True,7000,-27.0,-51.0
22-24,Masculino,Branca,Sudeste,Estudante de Graduação,Empregado (CLT),Arquiteto de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,de 3 a 4 anos,False,5000,-20.0,-44.0
22-24,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empreendedor ou Empregado (CNPJ),Outro,Pleno,de R$ 3.001/mês a R$ 4.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,3500,-20.0,-44.0
22-24,Masculino,Parda,Sudeste,Pós-graduação,Empregado (CLT),Cientista de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,10000,-20.0,-44.0
22-24,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empreendedor ou Empregado (CNPJ),Engenheiro de Dados,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Menos de 1 ano,False,3500,-20.0,-44.0
22-24,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Cientista de Dados,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,7000,-20.0,-44.0
22-24,Masculino,Branca,Sul,Graduação/Bacharelado,Empreendedor ou Empregado (CNPJ),Eng. Machine Learning,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Menos de 1 ano,True,5000,-27.0,-51.0
22-24,Feminino,Branca,Sudeste,Estudante de Graduação,Empregado (CLT),Analista de Negócios,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,de 3 a 4 anos,False,5000,-20.0,-44.0
22-24,Masculino,Branca,Sul,Pós-graduação,Empregado (CLT),Analista de BI,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Menos de 1 ano,True,7000,-27.0,-51.0
22-24,Feminino,Parda,Sudeste,Estudante de Graduação,Empregado (CLT),Engenheiro de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,de 3 a 4 anos,True,5000,-20.0,-44.0
22-24,Masculino,Amarela,Sul,Graduação/Bacharelado,Empregado (CLT),Cientista de Dados,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Menos de 1 ano,False,7000,-27.0,-51.0
22-24,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Cientista de Dados,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,de 1 a 2 anos,True,7000,-20.0,-44.0
22-24,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Cientista de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,5000,-20.0,-44.0
22-24,Masculino,Preta,Sudeste,Estudante de Graduação,Estagiário,Cientista de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,5000,-20.0,-44.0
22-24,Masculino,Amarela,Sul,Estudante de Graduação,Empregado (CLT),Analista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,7000,-27.0,-51.0
22-24,Masculino,Parda,Sudeste,Graduação/Bacharelado,Empregado (CLT),Cientista de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,5000,-20.0,-44.0
22-24,Masculino,Branca,Sudeste,Estudante de Graduação,Empregado (CLT),Analista de BI,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,3500,-20.0,-44.0
22-24,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Analytics Engineer,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,10000,-20.0,-44.0
22-24,Feminino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Analista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,7000,-20.0,-44.0
22-24,Masculino,Branca,Nordeste,Graduação/Bacharelado,Empregado (CLT),Analista de Dados,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,3500,-8.0,-38.0
22-24,Feminino,Branca,Sudeste,Estudante de Graduação,Estagiário,Analista de BI,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,2500,-20.0,-44.0
22-24,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Outro,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,3500,-20.0,-44.0
22-24,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empreendedor ou Empregado (CNPJ),Engenheiro de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,de 1 a 2 anos,True,5000,-20.0,-44.0
22-24,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Analista de BI,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,5000,-20.0,-44.0
22-24,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Cientista de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,5000,-20.0,-44.0
22-24,Masculino,Branca,Nordeste,Mestrado,Empregado (CLT),Engenheiro de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,de 7 a 10 anos,False,14000,-8.0,-38.0
22-24,Masculino,Parda,Nordeste,Mestrado,Empregado (CLT),Cientista de Dados,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,de 1 a 2 anos,True,14000,-8.0,-38.0
22-24,Masculino,Branca,Sul,Estudante de Graduação,Empregado (CLT),Analista de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,5000,-27.0,-51.0
22-24,Masculino,Preta,Sul,Graduação/Bacharelado,Empregado (CLT),Analista de Dados,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,5000,-27.0,-51.0
22-24,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Analista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,de 1 a 2 anos,True,7000,-20.0,-44.0
22-24,Masculino,Branca,Nordeste,Graduação/Bacharelado,Empregado (CLT),Cientista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,de 1 a 2 anos,True,7000,-8.0,-38.0
22-24,Masculino,Parda,Nordeste,Estudante de Graduação,Empregado (CLT),Cientista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,de 1 a 2 anos,False,7000,-8.0,-38.0
22-24,Masculino,Parda,Sudeste,Graduação/Bacharelado,Prefiro não informar,Analista de Dados,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,1500,-20.0,-44.0
25-29,Masculino,Parda,Sudeste,Graduação/Bacharelado,Empregado (CLT),Analista de BI,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,10000,-20.0,-44.0
25-29,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Engenheiro de Dados,Júnior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,10000,-20.0,-44.0
25-29,Masculino,Branca,Sul,Estudante de Graduação,Empregado (CLT),Analista de BI,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,de 3 a 4 anos,True,2500,-27.0,-51.0
25-29,Masculino,Branca,Sul,Pós-graduação,Empreendedor ou Empregado (CNPJ),Analista de BI,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,7000,-27.0,-51.0
25-29,Feminino,Parda,Sudeste,Estudante de Graduação,Empregado (CLT),Analista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,7000,-20.0,-44.0
25-29,Feminino,Branca,Sul,Graduação/Bacharelado,Empregado (CLT),Analista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,7000,-27.0,-51.0
25-29,Masculino,Parda,Sudeste,Graduação/Bacharelado,Empregado (CLT),Engenheiro de Dados,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,de 3 a 4 anos,False,5000,-20.0,-44.0
25-29,Masculino,Branca,Sul,Pós-graduação,Empregado (CLT),Analista de Dados,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,5000,-27.0,-51.0
25-29,Masculino,Amarela,Sudeste,Graduação/Bacharelado,Empregado (CLT),Cientista de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,14000,-20.0,-44.0
25-29,Masculino,Parda,Sudeste,Graduação/Bacharelado,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Analista de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,10000,-20.0,-44.0
25-29,Masculino,Branca,Nordeste,Estudante de Graduação,Empregado (CLT),Analista de BI,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,5000,-8.0,-38.0
25-29,Masculino,Branca,Sul,Estudante de Graduação,Empreendedor ou Empregado (CNPJ),Analista de BI,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,7000,-27.0,-51.0
25-29,Masculino,Parda,Sudeste,Graduação/Bacharelado,Empregado (CLT),Cientista de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,5000,-20.0,-44.0
25-29,Feminino,Branca,Nordeste,Pós-graduação,Empregado (CLT),Analista de BI,Sênior,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,5000,-8.0,-38.0
25-29,Masculino,Branca,Nordeste,Graduação/Bacharelado,Empregado (CLT),Engenheiro de Dados,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Menos de 1 ano,True,5000,-8.0,-38.0
25-29,Masculino,Branca,Sudeste,Estudante de Graduação,Estagiário,Engenheiro de Dados,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,1500,-20.0,-44.0
25-29,Feminino,Parda,Sul,Pós-graduação,Empregado (CLT),Analista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,7000,-27.0,-51.0
25-29,Masculino,Amarela,Sudeste,Estudante de Graduação,Empregado (CLT),Cientista de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,10000,-20.0,-44.0
25-29,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Analista de Dados,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,7000,-20.0,-44.0
25-29,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Outro,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,10000,-20.0,-44.0
25-29,Masculino,Parda,Centro-oeste,Graduação/Bacharelado,Empregado (CLT),Analista de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,14000,-15.0,-52.0
25-29,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Analista de BI,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,3500,-20.0,-44.0
25-29,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Cientista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,de 3 a 4 anos,True,7000,-20.0,-44.0
25-29,Masculino,Parda,Sudeste,Estudante de Graduação,Empregado (CLT),Analytics Engineer,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,14000,-20.0,-44.0
25-29,Feminino,Preta,Sudeste,Graduação/Bacharelado,Empregado (CLT),Analista de Dados,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,3500,-20.0,-44.0
25-29,Feminino,Branca,Sul,Graduação/Bacharelado,Empregado (CLT),Analista de BI,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,de 1 a 2 anos,False,2500,-27.0,-51.0
25-29,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Cientista de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Menos de 1 ano,True,5000,-20.0,-44.0
25-29,Feminino,Parda,Norte,Graduação/Bacharelado,Empregado (CLT),Analista de BI,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,de 1 a 2 anos,True,5000,-5.0,-60.0
25-29,Masculino,Branca,Nordeste,Mestrado,Empregado (CLT),Cientista de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,10000,-8.0,-38.0
25-29,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Analista de BI,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,3500,-20.0,-44.0
25-29,Feminino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Analista de Dados,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,2500,-20.0,-44.0
25-29,Masculino,Branca,Sudeste,Estudante de Graduação,Empregado (CLT),Analista de Dados,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,3500,-20.0,-44.0
25-29,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Outro,Pleno,de R$ 3.001/mês a R$ 4.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,3500,-20.0,-44.0
25-29,Feminino,Preta,Sudeste,Estudante de Graduação,Empregado (CLT),Engenheiro de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,de 3 a 4 anos,True,7000,-20.0,-44.0
25-29,Masculino,Branca,Sul,Estudante de Graduação,Empreendedor ou Empregado (CNPJ),Analista de Dados,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Menos de 1 ano,True,5000,-27.0,-51.0
25-29,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Outro,Pleno,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,2500,-20.0,-44.0
25-29,Masculino,Preta,Sudeste,Estudante de Graduação,Estagiário,Engenheiro de Dados,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,1500,-20.0,-44.0
